pageid,naam,geboortedatum,geboorteplaats,overlijdensdatum,overlijdensplaats,beroep,bekend_van,periode_actief,werkt_samen_met,trivia,tekstuele_informatie
838,Berend_Boudewijn,1936-06-23,De Bilt,,,acteur,"Berend Boudewijn kwis, Interview The Beatles, Per seconde wijzer, Ja zuster, nee zuster, Improvisaties, De BB-show, In de keuken met Berend, Baantjer",1959-heden,"Henk Barnard, Pierre van Ostade, Jef Rademakers, Joop van den Ende",,"Berend Boudewijn is een bekende televisiepresentator in de jaren zestig, met zijn eigen Berend Boudewijn kwis en De BB-show als hoogtepunten. Hij vindt zichzelf een ‘zondagskind’ en dat klopt wel, omdat vrijwel alles wat hij doet bijzonder goed lukt. Met zijn enige handicap, een slecht oog, heeft hij leren leven.
 1. ACHTERGROND EN THEATERWERK
Na de middelbare schooltijd gaat Boudewijn in 1956 naar de Toneelschool in Amsterdam, maar stopt na een jaar. Vervolgens vertrekt hij naar Engeland om in Londen een tweejarige opleiding te volgen aan de Royal Academy of Dramatic Art. Terug in Nederland begint hij in 1959 cabaret d’Amsterdamse Kater, speelt een rol bij toneelgroep Studio en komt in 1960 in vaste dienst bij de VARA, waar hij tal van dramaproducties regisseert.

Berend Boudewijn heeft zijn liefde voor het toneel en de taal van geen vreemde. Zijn vader is Johan van der Woude die redacteur was van De Vrije Bladen, later kunstcriticus van onder andere Vrij Nederland en docent dramaturgie aan de toneelacademie van Maastricht. Boudewijn ontdekt al snel na zijn opleiding(en), dat hij geen groot acteur is en legt zich vervolgens toe op regisseren. Hij krijgt voor zijn regiewerk meestal uitstekende recensies.

Ook wanneer hij carrière maakt bij de televisie blijft Berend Boudewijn ook actief in het theater. In 1964 wordt hij directeur van De Nieuwe Komedie, een gezelschap dat hij leidt tot 1968. Boudewijn regisseert talloze toneelstukken en van 1978 tot 1986 is Berend Boudewijn directeur van de Stadsschouwburg in Amsterdam. 2. TELEVISIE
Boudewijn ontdekt ook dat de televisie een heel leuk medium kan zijn. Hij krijgt lol in het presenteren en wordt geliefd door zijn verlegen-achtige manier van optreden. Van hem is de legendarische uitspraak: “Televisiepresentatoren kunnen niets, maar er is niemand die het ook kan…”.

Berend Boudewijn is voor het eerst op de televisie te zien in de NCRV-productie De pruikenmakers en de prins in 1959. En in de VPRO-productie Er was eens… is hij de verteller in een muzikaal sprookje over een bij, die verliefd wordt op de bloem Goudhartje.

Een jaar later komt hij in dienst bij de VARA en regisseert theaterstukken voor televisie. Zo is hij verantwoordelijk voor onder andere het volkstoneelstuk De Jantjes, van Edward Albee De dierentuin en van Ted Allan het toneelstuk De barpianist met Cor Lemeire als de barpianist. Boudewijn is ook de presentator van de kunstrubriek Uit. In 1964 is de legendarische tv-uitzending met The Beatles, waarin Berend samen met collega Herman Stok in het Hillegomse Treslong het Liverpoolse viertal interviewt (zonder Ringo Starr, die vanwege ziekte vervangen door Jimmy Nicol).

In 1966 regisseert hij samen met Henk Barnard twintig afleveringen van Ja zuster, nee zuster .

Als presentator krijgt Boudewijn gaandeweg steeds meer landelijke bekendheid. Zo presenteert hij vanaf 1967 drie seizoenen de kennisquiz Per seconde wijzer Heel populair en verrassend is het programma Improvisaties dat Boudewijn in 1969 presenteert. Hij geeft acteurs als Elsje de Wijn, Jeroen Krabbé en Henk Molenberg opdrachten om toneelscènes te improviseren.

Op 30 oktober 1971 wordt televisiekijkend Nederland wakker geschud door een voor die tijd revolutionair programma: de Berend Boudewijn kwis waarvan geen hele afleveringen bewaard zijn gebleven. Het is voor de kandidaten een afvalrace, waarin men de gekste prijzen kan winnen door ze te ‘kopen’: van een platenspeler voor twee gulden tot een kop en schotel voor vijftig gulden. En altijd is er de luxueuze B.B.-tv-stoel, terwijl iemand uit het publiek voor een week wordt gebombardeerd tot de Beroemde Man. Buiten beeld fungeert Pierre van Ostade met prachtige volzinnen als aanspreker. Het programma loopt drie seizoenen en Berend krijgt er de Gouden Televizierring voor in 1973. In dat jaar speelt Berend ook mee in de kinderserie Kunt u mij de weg naar Hamelen vertellen, mijnheer?. Boudewijn speelt daarin de weerwolf Wonderwijn.

Een grote teleurstelling moet hij in 1975 incasseren, wanneer de KRO de serie Met goed fatsoen van de Engelse toneelschrijver Johnny Speight niet durft uit te zenden. De KRO-leiding vreest namelijk reacties op enkele antisemitische tekstpassages. Een nieuw spelprogramma met Berend wordt al na twee uitzendingen gestopt en er komt iets geheel nieuws: In de keuken met Berend. Berend Boudewijn gaat met bekende mensen uit binnen- en buitenland koken, zoals Marty Feldman, Hildegard Knef, Juliette Greco en Curd Jurgens (die voor zijn aandeel 2000 gulden krijgt). Tijdens het kokkerellen krijgen de gesprekken vaak een verrassende wending. Er zijn geen afleveringen van bewaard gebleven.

Begin jaren tachtig is de De BB-show een maandelijks spelletjesprogramma waarin drie kandidaten van twee middelbare scholen tegen elkaar uitkomen en geld voor een goed doel bij elkaar winnen. Wanneer Berend in 1986 ontslag neemt bij de Stadsschouwburg in Amsterdam, gaat hij het voor het derde net het NOS-programma Nederland C maken, dat een cultureel magazine is met informatie over Nederlandse en buitenlandse kunstenaars en evenementen.

In 1989 gaat hij in op de vraag van producent Joop van den Ende om hoofd drama te worden van zijn nieuwe commerciële organisatie. Na drie maanden houdt Boudewijn het voor gezien, omdat hij het niet eens is met de plannen voor TV10. Vervolgens werkt hij in de jaren negentig als schrijver en regisseur aan series voor de commerciële zenders. Zo is er de RTL-serie Diamant die hij regisseert en de politieserie Baantjer waarvan hij afleveringen schrijft en regisseert."
68969,Maya_Bouma,1933-10-17,Groningen,1998-05-18,Den Haag,acteur,tv-shows en Pension Hommeles,,"Wim Kan, Corry Vonk, Lies Westenburg",,
9695,Sipke_Jan_Bousema,1976-08-15,Dokkum,,,"presentator, acteur","Schooltv-Weekjournaal, ZipZoo, Junior Eurovisie Songfestival",1995-heden,,,
67000,Job_Bovelander,1990-01-11,Voorburg,,,acteur,"De Club van Sinterklaas, Keet , Koen en de speurtocht naar Bassie , Adriaan, Keet , Koen",,"Don van Dijke,  Harold Verwoert, Anouk de Pater, , /, Wim Schluter",Bekend als Coole Piet Talentpiet,
61597,Luc_Boyer,1935-10-24,Batavia (Nederlands-Indië),,,acteur,Unit 13,jaren zestig - heden,,,"Luc Boyer volgt in de jaren 60 een klassieke en moderne dansopleiding en lessen in onder meer acrobatiek, toneel en mime.  In de periode 1965 tot en met 1967 studeert hij in Parijs en werkt daarbij als mimespeler in een aantal Franse steden.  Terug in Nederland is hij van 1967 tot 1971 als mimespeler en artistiek leider verbonden aan het Bewegingstheater BEWTH.  Vanaf 1968 geeft hij les als mimedocent aan de Theaterschool in Amsterdam en vanaf 1978 is hij artistiek leider van het door hemzelf opgerichte Affiniteitstheater.  Vanaf begin jaren 70 is hij ook vrij regelmatig als acteur te zien op de Nederlandse televisie.  Het meest bekend is de rol van slechterik Charon die hij speelt in de politieserie Unit 13.  Hij is de oudere broer van actrice en schrijfster Marian Boyer."
11580,Marian_Boyer,1954-02-27,Amsterdam,2013-07-16,Amsterdam,acteur,"Spetters, Dennis P.",1978-2013,"Paul Verhoeven, Renée Soutendijk, Maarten Spanjer",,
9235,Bartho_Braat,1950-08-17,Leiden,,,acteur,"Mama is boos!, Goede tijden slechte tijden",1984-heden,"Wilbert Gieske, Hilde de Mildt, Angela Schijf",,
34605,Ansje_van_Brandenberg,1933-02-28,Amsterdam,,,"presentator, cabaretier, omroeper, acteur","Café-chantant t Winkeltje, Rodeo, De pruikenmaker en de prins",1951 - 1992,"Seth Gaaikema, Ivo de Wijs, Robert Long",,"Ansje van Brandenberg is geboren als Ans-Marie Pont in Amsterdam en gaat daar naar school totdat de oorlog uitbreekt. Tijdens de Tweede Wereldoorlog volgt ze weinig onderwijs maar als de oorlog voorbij is krijgt ze een spoedcursus. Na de basisschool wordt ze toegelaten op het Vossius Gymnasium te Amsterdam. Dit is voor haar een bijzondere school omdat ze daar toneel en muziek hebben. Deze vakken worden gedoceerd door bevlogen leraren.

Als ze de middelbare school heeft afgerond gaat ze naar de Comedia om onder leiding van Cor Hermes en Johan Remmels toneel te leren spelen. Later wordt de Nederlandse Comedie op gericht en ze gaat mee. Uiteindelijk komt ze bij het Rotterdams toneel terecht. De burgemeester vindt dat de leden van het Rotterdams toneel in Rotterdam moeten wonen en dus verhuist ze samen met haar man Steije van Brandenberg. Haar zwangerschap maakt tijdelijk een einde aan haar werkzame leven. Ze wordt ontslagen omdat vrouwen in verwachting niet bij het toneel mogen werken. Ze beschouwt dit als een dieptepunt in haar carrière.

Ansje van Brandenberg zit thuis met twee peuters wanneer Dick van Bommel op bezoek komt. Hij vraagt Steije of hij de muziek wil maken voor een musical met Kitty Knappert. Hij vraagt Ansje of ze niet iets bij de NCRV kan gaan doen zoals bijvoorbeeld omroepen. Zo komt ze in 1956 als nieuwe omroepster bij de NCRV terecht. Een eerdere aanraking met televisie is er al wanneer ze in de musical In zakformaat van Gijs Stappershoef en Harry de Groot speelt.

Van 1956 tot 1964 roept Van Brandenberg om voor de NCRV. In deze tijd is het vak nog redelijk nieuw en is er geen sprake van een opleiding of intensieve begeleiding. Ze moet gewoon gaan zitten en de tekst die ze heeft gekregen oplezen en ook de make-up moet ze in het begin zelf doen. “Het was het wiel uitvinden”, aldus Van Brandenberg. Later krijgt ze meer inspraak als het om de teksten gaat maar in het begin is dat helemaal niet zo. Ze heeft dan ook mooie herinneringen aan de de week dat ze het bezoek van Koningin Juliana aan koning Boudewijn in Brussel mag verslaan. Daar krijg ze de kans om een eigen verhaal te vertellen, iets wat in die tijd niet gebruikelijk is.

Rondom de omroepers en omroepsters heerst totale gekte. Aan de bekendheid die ze met haar televisiewerk vergaart zitten natuurlijk negatieve en positieve kanten. Zo worden haar verschillende schnabbels aangeboden en krijgt ze de mogelijkheid om goede dingen te doen. In 1957 werkt ze bijvoorbeeld mee aan de actie Red een Kind. Mede door haar bekende gezicht en harde werk halen ze 6000 gulden op. Een bedrag dat nu niet veel lijkt, maar in die tijd een grote som geld is.

Naast het omroepen werkt Van Brandenberg van 1961 tot 1963 voor Defensie. Tijdens deze periode leert ze hoe lastig mensen kunnen zijn. Op dat moment is iedere man nog verplicht om in dienst te gaan en Van Brandenberg moet samen met ander performers voor deze groep optreden. Het enige doel van de dienstplichtigen is bier drinken en wat er op het podium gebeurt interesseert ze eigenlijk niks. Ze doen dan ook van alles om de boel te verstieren. Hier heeft Van Brandenberg veel grote mensen huilend van het podium zien gaan en zelf vertelt ze thuis tegen haar man hoe vreselijk ze het vindt. Hij moedigt haar aan om door te gaan en dat blijkt een slimme keus want ze heeft dingen geleerd waar ze in haar latere carrière veel aan heeft.

Bij de NCRV wordt Van Brandenberg naast het omroepen bij verschillende programma’s ingezet. Tanja Koen is in die tijd de hoofdomroepster bij de NCRV dus Van Brandenberg kondigt ongeveer twee keer per maand programma’s aan en heeft daarnaast nog genoeg tijd voor andere activiteiten. Zo verschijnt ze in een cabaretprogramma genaamd Artisjok en werkt ze voor de radio. Tijdens haar tijd bij de televisie heeft ze hilarische en bizarre situaties meegemaakt. Zo komt Jayne Mansfield, een Amerikaanse actrice en sekssymbool, naar de studio in Nederland. De beste koffie en gebakjes zijn geregeld maar mevrouw Mansfield geeft te kennen dat ze alleen champagne drinkt en dan breekt er totale chaos uit. Dat is helemaal niet gebruikelijk en Ansje moet naar het enige hotel in de buurt om champagne te halen. Een ander moment dat een diepe indruk bij Van Brandenberg heeft achtergelaten is in 1963 als excellentie Beel, minister van staat, in de studio is. Er blijkt iets niet goed geregeld te zijn met de make-up waardoor aan Ansje wordt gevraagd of zij de make-up van professor. L.J.M. Beel zou willen verzorgen. Dit soort mensen staan op een voetstuk en Van Brandenberg vindt het dan ook heel spannend om juist deze meneer te moeten poederen.

In 1964, twee dagen nadat ze voor het laatst heeft omgeroepen, opent ze in Rotterdam haar eigen theatercafé genaamd ‘t Winkeltje. Hier treedt ze zo’n 5 keer per avond op en dat wordt gewaardeerd door het publiek. Maar liefst 120.000 mensen brengen een bezoek aan het theater tijdens de eerste 22 maanden van haar bestaan. Het theatercafé moet voor iedereen toegankelijk zijn, dus Van Brandenberg wil het voor iedereen betaalbaar houden. In ’t Winkeltje, dat Van Brandenberg tien jaar lang heeft gerund, hebben verschillende bekende Nederlanders opgetreden. Jos Brink, Frans Halsema en Saskia en Serge hebben er op de planken gestaan. Verder is daar de Vereniging Eigen Huis ontstaan en heeft Van Brandenberg samen met Seth Gaaikema en Ivo de Wijs Cameretten gesticht. Naast haar live optredens in ’t Winkeltje is Van Brandenberg met haar solo programma’s ook bij de NCRV op televisie te zien.

Na tien jaar stopt Van Brandenberg met ’t Winkeltje en blijft ze een tijd thuis bij haar dochter. In 1978 gaat ze weer aan het werk. Samen met Robert Long maakt ze een programma waarmee door België en Nederland wordt gereisd. Daarna is ze twaalf jaar lang algemeen directeur bij de schouwburg van Spijkenisse. Als ze daar begint is de stad nog klein en is het de bedoeling dat Spijkenisse van 2.000 (na de Tweede Wereldoorlog) naar 90.000 inwoners groeit, het worden er 70.000. Haar opdracht is om de mensen aan de stad te binden via een groot cultureel centrum. Ze heeft daar altijd erg hard gewerkt en dat is gezien door haar medemensen. Zo wordt ze geridderd door Koningin Beatrix en houdt Freek de Jonge bij haar afscheid een conference die hij speciaal voor haar gemaakt heeft.

Het effect wat ze in haar theatercafé (en ook in haar andere optredens) bij haar publiek veroorzaakt beschouwt zij als het hoogtepunt van haar carrière. Mensen laten hun eten koud worden of iemand laat zijn consumptie staan omdat zij aan het optreden is. Zo hoopt ze ook herinnerd te worden, als iemand die betrouwbaar en echt is, en daarnaast dicht bij haar publiek staat."
675,Ron_Brandsteder,1950-05-19,Amsterdam,,,"presentator, acteur","Showbizzquiz, Rons honeymoonquiz, Wie ben ik?, Ron op zondag, Moppentoppers, Laat ze maar lachen, Dancing with the stars",1971-heden,"André van Duin, Caroline Tensen, Sylvana Simons",,"Ron Brandsteder is een showman in hart en nieren, die zich thuis voelt voor de camera’s. Talloze keren kreeg hij tijdens opnamen de slappe lach, vooral bij Wie ben ik? na grappen van collega André van Duin. Zelf zegt hij zijn status als ideale schoonzoon en volksheld te ontlenen aan het feit dat hij zich in alle milieus staande kan houden. “Ik lust kaviaar én patat, desnoods door elkaar heen"", vertelt hij in 1990 aan het NRC. Hij houdt van vrolijkheid op televisie. “Het is een soort missie om op een leuke en verantwoorde manier mensen te laten lachen. Regelmatig lachen betekent ook dat de balans op televisie niet doorslaat naar sensatie en platte erotiek. Daar is al genoeg van te zien”, zegt hij in een interview met het NRC Handelsblad in januari 1999. Hoewel Brandsteder vooral een televisie icoon is, presenteert hij verschillende radioprogramma’s, is hij in enkele speelfilms te zien en staat hij met André van Duin in het theater.

Hij groeit samen met een broer op in de Amsterdamse volksbuurt De Pijp en in het deftige Bussum. Vader Ton Brandsteder is directeur van Sony-Nederland en bestuurslid bij Ajax. Het theatrale heeft hij van zijn moeder Hannie, die zelf graag actrice had willen worden. Op zijn negende debuteert hij in het tv-spel De eerstgeborene als Joods slaafje. Op zijn zeventiende zit hij in het cabaretgroepje Wij Athenozems dat in eigen beheer de lp Troef in de groef' uitbrengt. Na zijn HBS-A (Goois Lyceum) studeert hij twee jaar bedrijfskunde aan Nijenrode en aan de universiteit van Oregon in Amerika. In 1971 haalt hij zijn diploma en is voorbestemd om zijn vader op te volgen als directeur van Sony Nederland. Tot het zover is, werkt hij in zijn eigen bedrijf Brandsteder Electronics.

Maar het bloed kruipt waar het niet gaan kan. Naast zijn werk doet hij tal van andere dingen. Zo werkt hij als plugger en dj bij Hilversum 3, treedt hij als countryzanger op onder de naam Ron J. Winchester. Verder is hij fotomodel en presenteert hij modeshows. “Ik wilde nog even iets leuks doen voor ik het serieuze zakenleven in zou gaan. Mijn carrière was toch al voorgeprogrammeerd, ” vertelt hij een dagbladjournalist in december 1993.

In 1975 presenteert Brandsteder De Nederlandstalige Top Tien en Nachtwacht bij TROS- radio. Ook vervangt hij een tijdlang Gerard de Vries (geelzucht) in Pep, een onderdeel van het ochtendprogramma De zingende huisvrouw op Hilversum III. In 1978 vraagt zijn vriend Ivo Niehe, destijds hoofd amusement bij TROS, hem om de Showbizzquiz, een parodie op spelshows, te presenteren. De oorspronkelijke presentator, André van Duin, is namelijk afgehaakt. Niehe had Brandsteder eerder een quiz zien presenteren op de Firato in de Sony-stand. Het is het begin van zijn televisieloopbaan.

Acht seizoenen lang kluistert hij Nederland vanaf 1978 aan de buis met de Showbizzquiz. In deze spelshow strijden drie kandidatenparen strijden om de titel ‘Showbizzpaar van de maand’. Ze worden getest op hun kennis van theater, revue, film en televisie en hun acteer- en zangtalent. Veel (inter)nationale sterren treden op in de show en de gastheer zingt en acteert zelf ook. Vanaf 1980 assisteert Bella de Showbizzbeer, een enorme pluche beer. In 1983 wordt zij vervangen door assistente Nancy. Eind 1985 wordt Linda de Mol aan de show toegevoegd als gastpresentatrice.

Naast de Showbizzquiz presenteert Ron voor de TROS diverse gala’s zoals de TROS Firato Show, het Grand Gala des Enfants en Voetballer van het Jaar. Ook presenteert hij een aantal afleveringen van de zomerprogramma’s’ Te land, ter zee en in de lucht en neemt hij in 1985 de presentatie op zich van De grote club show. Hij is ook regelmatig te gast in programma’s van collega’s en is deelnemer of teamcapatain in AVRO’s Sterrenslag. In 1986 wordt hij verrast door Mies Bouwman met haar programma In de hoofdrol, 

De diversiteit van Brandsteder blijkt ook in een satirisch programma als Het andere net in 1984, een programma waarin Ron samen met Adelheid Roosen en Ivo Niehe in humoristische sketches bestaande televisieprogramma’s parodieert. Ook de spelshow Ron's honeymoonquiz (1987) is razend populair. In de quiz nemen drie pasgetrouwde stellen in bruidskleding het tegen elkaar op. De eerste uitzending bereikt direct de eerste plaats in de kijk-top-tien. Ron’s openingslied Engelen bestaan niet wordt uitgebracht op single.
In de jaren ’80 acteert Brandsteder in twee speelfilms en een dramaserie. In 1983 speelt hij de rol van inspecteur Vledder in Moord in Extase van regisseur Hans Scheepmaker. Joop Doderer speelt de rol van inspecteur De Cock in deze bioscoopfilm. Onder regie van Scheepmaker is Brandsteder in 1985 te zien in de oorlogsfilm Field of Honor. In 1986 speelt hij de rol van tennisleraar in aflevering twee van de twaalfdelige dramaserie Dossier Verhulst. Hoofdrolspelers zijn Derek de Lint, Petra Laseur en Liz Snoyink.

Brandsteder, al jaren behorend tot de ‘stal’ van producent Joop van den Ende is een van de artiesten die in 1989 gelanceerd wordt als een van de presentatoren van het nieuwe commerciële station TV 10. Door een beslissing van het Commissariaat voor de media gaat het TV-10 project van Van den Ende niet door. Ron maakt (met andere collega-sterren) vervolgens de overstap naar de commerciële zender RTL Véronique. Bij deze omroep is hij samen met vriend en collega André van Duin tien seizoenen lang teamcaptain in het spelletjesprogramma Wie ben ik?. Caroline Tensen presenteert en Wendy van Dijk is assistente.

Er volgen nog verschillende programma’s zoals Ron’s tweede jeugd show en Ron’s jong geluk show, uitgezonden vanaf december 1993, maar deze zijn geen succes. In 1994 tekent Ron samen met de andere kijkcijfertrekkers André van Duin en Henny Huisman een contract voor vijf jaar met de Holland Media Groep (HMG), waarin RTL, Veronica en Endemol samen zijn gegaan. Hij presenteert onder andere het musicalprogramma A star is born en Moppentoppers. Tussen 1995 en 1999 is Brandsteder te horen op Radio Noordzee met het programma Ron op zondag, een programma dat in 2003 weer te beluisteren is op Radio 192.

In de zomer van 1998 krijgt hij last van de verjongingsdrift van de HMG. Er komen tal van nieuwe programma’s en jonge, frisse presentatoren. Ron valt buiten de boot, ook al loopt zijn contract nog tot 2000. Hij wordt niet ingedeeld in het nieuwe zendschema en is van juli 1998 tot januari 1999 niet op televisie te zien. Als fervent voetballiefhebber trekt hij vaak parallellen tussen voetbal en televisie. In april 1999 zegt hij over die periode: ""In de TV-wereld heeft men oudere presentatoren ook op de reservebank willen zetten. Dat vond ik wel jammer, maar ik hield mezelf voor: ze hebben het bij het verkeerde eind. Ze maken net als in de voetbalwereld een fout.” In januari 1999 krijgt hij een nieuwe show De kans van je Leven. In dit gezinsprogramma kan een gezin een droomprijs winnen door opdrachten uit te voeren. Ook presenteert hij Sterrenflat, een soort boter-kaas-en-eieren-spel met bekende Nederlanders. In een reactie zegt Brandsteder: “Verjonging is ook niet altijd een verbetering. Gelukkig heeft RTL nu weer een correctie in de goede richting gemaakt.”

Het programma Laat ze maar lachen is Ron op het lijf geschreven. In het programma worden bloopers vertoond, onder andere die van bekende gasten. Het start in 2000 en eindigt in april van dat jaar als ook Rons exclusiviteitcontract met RTL4 afloopt. Ron blijft wel onder contract bij TV-producent Endemol. In februari 2001 zijn Brandsteder en Van Duin te zien in de nieuwe spelshow Bij Ron en André (RTL4). Bekende Nederlanders spelen het spelletje Multiple Bluf. De magie tussen beide sterren lijkt echter enigszins te verbleken. Daarom wordt Wie ben ik? weer van stal gehaald. In september 2002 maakt Van Duin samen met Brandsteder (spelleider) Bingopaleis.

Bijna wordt Ron in 2003 ‘herenigd’ met zijn ex-vrouw Patty Brard bij het spelprogramma Casino Kings waarin ook presentatoren als Wendy van Dijk en Chris Zegers zouden gokken met het geld van kijkers. Het programma wordt door minister Donner van Justitie echter verboden, omdat het in strijd is met de Wet op de Kansspelen. Zijn terugkeer in een grote show volgt in 2005 als Brandsteder met Sylvana Simons het populaire programma Dancing with the stars presenteert.

Naast televisie en radio werkt Brandsteder mee aan commercials en animatiefilms. In de Nederlandse versie van de Disneyfilm Finding Nemo uit 2003 is hij kort te horen als de vegetarische haai Bruce. De eerste reclamespot die hij inspreekt is voor Foxy Fashion (1969); de meest recente is voor Suzuki. Ook treedt hij in diverse TV-spots op, zoals voor Zwitsal-babyzeep, Honig-soepmix, British Leyland (Morris), de Nederlandse Spoorwegen en Sony.

Op 14 juli 2004 haalt Brandsteder de landelijke pers, omdat hij in Utrecht getuige is van een roofoverval op een gebruiker van een pinautomaat in Utrecht. Met zijn auto achtervolgt hij de dief; zijn inspanningen leiden tot een arrestatie.

Een nieuwe dimensie in zijn carrière start in 2004 als Brandsteder in het theater staat in de Jubileumshow van André van Duin. Het blijkt een succes, want in de jaren erna volgen de André van Duinshow (2006), André's Nieuwe Revue (2007-2008) en Ja hoor... daar is-ie weer! (2011-2012).

In 2008 is Brandsteder drie avonden gastartiest in de Amsterdam ArenA tijdens Toppers In Concert. In hetzelfde jaar zien we hem met André van Duin terug in de reprise van Wie ben ik (SBS), Beiden waren team captains toen RTL 4 het spelletje uitzond.

In 2009 is Brandsteder betrokken bij de quiz Slag bij Nieuwpoort, die gerelateerd is aan de Canon van de Nederlandse Geschiedenis. Brandsteder reikt elke aflevering op locatie een prijs van 100.000 euro uit aan een winnaar in de BankGiroLoterij, Eveneens in 2009 speelt Brandsteder de rol van Proefkabouter in de Kabouter Plop-film Plop en de kabouterbaby.

Brandsteders ster is nog lang niet uitgedoofd. In Sterren op het doek van juli 2009 wordt de presentator geportretteerd in 't Spant in Bussum door de kunstschilders Slavica Sekuloski, Erik Sok en Willemien Brand. In seizoen 2010 van Sterren op het doek (Omroep MAX), dat mede mogelijk gemaakt wordt door de BankGiroLoterij, gaat Brandsteder langs bij winnaars van deze loterij om hun geldprijs bekend te maken.

De overstap naar Omroep MAX, die zich met informatie, cultuur en verstrooiing richt op de doelgroep van 50+, brengt meer programma's voor Brandsteder. In december 2010 brengt hij het ouderwets gezellige zaterdagavondgevoel terug op televisie in de eenmalige spelshow Ron's Grote Ganzenbord. Twee teams van bekende Nederlanders spelen het oud-Hollandse ganzenbordspel op een grote interactieve LED-studiovloer. Meer nostalgie volgt met het herpakken van Wie van de drie (2010-2013) en het muziekprogramma Ron's Radioshow op Radio 5 Nostalgia (maart 2011-heden).

Vanaf oktober 2012 is Brandsteder wederom bij SBS te zien, nu met zoon Rick als team captains in het amusementsprogramma Van je vrienden moet je het hebben. Vader en zoon zijn ook elkaars tegenpolen in de reprise van de Showbizzquiz (SBS6). In november 2015 kondigt Brandsteder aan te gaan stoppen met tv-werk.

In augustus 2016 is hij even in het nieuws wanneer hij zich verbindt aan een nieuwe donorcampagne van de Nederlandse Transplantatiestichting. Brandsteder heeft lang getwijfeld, maar liet zich toch over de streep trekken: ""Ze mogen al mijn organen hebben."""
12849,Elsie_de_Brauw,1960-07-13,Den Haag,,,acteur,"De baby huilt, Bluebird, De juiste maat, Maten",1994 - heden,"Pieter Verhoeff, Rebecca van Groningen, Elske Rotteveel",,
12843,Hans_Breetveld,1966-04-11,,,,acteur,"Jan Rap en zn maat, Ook dat nog!, Maten, Mag het iets meer zijn?",1975 - heden,"Pieter Verhoeff, Ine Schenkkan",,
11572,Ellis_van_den_Brink,1947-03-17,Amsterdam,,,acteur,"Pleisterkade 17, Pleidooi",1971-heden,"Ellen ten Damme, Mike van Diem",,
